Brand_ID,Brand_Name,Sustainability_Rating,Material_Type,Eco_Friendly_Manufacturing,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Recycling_Programs
BRAND-3884,Brand_3884,C,Vegan Leather,Yes,466.41,853123.24,73220.2,No
BRAND-3885,Brand_3885,D,Recycled Polyester,Yes,332.37,4618168.3,93059.42,No
BRAND-3886,Brand_3886,B,Vegan Leather,No,243.86,1040100.2,51224.45,No
BRAND-3887,Brand_3887,B,Bamboo Fabric,No,213.31,1873939.98,2093.24,No
BRAND-3888,Brand_3888,C,Bamboo Fabric,No,177.02,1331207.39,30901.56,Yes
BRAND-3889,Brand_3889,C,Tencel,Yes,294.42,543223.89,21739.7,Yes
BRAND-3890,Brand_3890,B,Tencel,No,235.46,4144189.27,96889.7,Yes
BRAND-3891,Brand_3891,D,Tencel,Yes,222.08,213489.25,49558.6,Yes
BRAND-3892,Brand_3892,A,Recycled Polyester,Yes,464.58,639822.45,21527.31,No
BRAND-3893,Brand_3893,A,Hemp,Yes,311.16,2384713.23,12946.48,No
BRAND-3894,Brand_3894,B,Hemp,No,84.21,4314555.11,72679.87,Yes
BRAND-3895,Brand_3895,C,Tencel,Yes,268.06,756345.17,50659.6,No
BRAND-3896,Brand_3896,C,Recycled Polyester,Yes,26.23,4804645.48,17683.18,Yes
BRAND-3897,Brand_3897,D,Hemp,No,15.18,3039456.27,46861.37,Yes
BRAND-3898,Brand_3898,A,Recycled Polyester,Yes,458.08,1141248.19,50285.73,Yes
BRAND-3899,Brand_3899,D,Tencel,No,26.31,1727272.72,78858.7,No
BRAND-3900,Brand_3900,A,Vegan Leather,Yes,127.92,1382764.64,32038.76,Yes
BRAND-3901,Brand_3901,A,Recycled Polyester,No,101.35,2108396.22,23201.81,No
BRAND-3902,Brand_3902,D,Recycled Polyester,Yes,45.41,3120830.48,37068.83,No
BRAND-3903,Brand_3903,B,Recycled Polyester,Yes,163.73,1542250.26,3125.46,Yes
BRAND-3904,Brand_3904,D,Organic Cotton,No,323.05,55107.72,3093.61,Yes
BRAND-3905,Brand_3905,B,Recycled Polyester,Yes,118.39,4165873.63,15229.64,No
BRAND-3906,Brand_3906,C,Vegan Leather,Yes,5.46,3346617.46,96381.62,No
BRAND-3907,Brand_3907,D,Recycled Polyester,No,198.55,791842.94,15675.87,No
BRAND-3908,Brand_3908,B,Recycled Polyester,Yes,471.41,1102586.75,63820.95,No
BRAND-3909,Brand_3909,C,Recycled Polyester,No,439.74,4821841.03,8691.64,No
BRAND-3910,Brand_3910,C,Hemp,No,96.62,3078933.42,35833.56,No
BRAND-3911,Brand_3911,C,Hemp,Yes,14.35,4999596.61,73490.01,Yes
BRAND-3912,Brand_3912,C,Bamboo Fabric,No,122.32,2447410.21,86840.81,Yes
BRAND-3913,Brand_3913,A,Bamboo Fabric,Yes,73.86,1915318.22,55289.67,No
BRAND-3914,Brand_3914,A,Recycled Polyester,No,212.79,3955871.18,96193.35,No
BRAND-3915,Brand_3915,B,Hemp,Yes,248.54,3993108.77,54856.6,Yes
BRAND-3916,Brand_3916,A,Organic Cotton,Yes,105.34,2079658.83,46947.5,Yes
BRAND-3917,Brand_3917,B,Hemp,Yes,161.25,1104328.29,72555.93,No
BRAND-3918,Brand_3918,C,Vegan Leather,Yes,361.95,1953663.69,47718.24,No
BRAND-3919,Brand_3919,A,Bamboo Fabric,No,59.1,3365068.96,92265.81,Yes
BRAND-3920,Brand_3920,B,Tencel,Yes,467.56,1500647.34,1072.89,Yes
BRAND-3921,Brand_3921,A,Organic Cotton,Yes,408.21,274601.94,8666.12,Yes
BRAND-3922,Brand_3922,C,Organic Cotton,Yes,66.79,4344707.12,50470.95,No
BRAND-3923,Brand_3923,B,Bamboo Fabric,No,173.68,3083472.14,79157.98,Yes
BRAND-3924,Brand_3924,B,Vegan Leather,Yes,478.87,4634301.87,32637.37,No
BRAND-3925,Brand_3925,C,Bamboo Fabric,Yes,80.11,2384221.64,62121.8,No
BRAND-3926,Brand_3926,A,Hemp,Yes,177.23,1243608,43481.57,Yes
BRAND-3927,Brand_3927,B,Vegan Leather,Yes,60.79,152347.5,81014.74,No
BRAND-3928,Brand_3928,C,Tencel,Yes,456.4,4803378.95,70392.89,No
BRAND-3929,Brand_3929,A,Bamboo Fabric,No,447.21,156758.31,36456.09,Yes
BRAND-3930,Brand_3930,B,Bamboo Fabric,Yes,355.28,3412659.71,86660.43,Yes
BRAND-3931,Brand_3931,C,Tencel,Yes,282.09,84156.7,20793.87,Yes
BRAND-3932,Brand_3932,D,Bamboo Fabric,Yes,446.75,4959053.71,22115.25,No
BRAND-3933,Brand_3933,C,Recycled Polyester,Yes,95.79,4533228.12,98643.98,Yes
BRAND-3934,Brand_3934,C,Tencel,Yes,61.73,1838253.35,5274.55,Yes
BRAND-3935,Brand_3935,D,Hemp,Yes,59.21,2199179.01,45237.52,Yes
BRAND-3936,Brand_3936,B,Tencel,No,62.26,2815794.39,77033.52,No
BRAND-3937,Brand_3937,D,Vegan Leather,Yes,298.41,1149934,88979.96,Yes
BRAND-3938,Brand_3938,B,Tencel,Yes,170.03,1959471.14,98153.57,Yes
BRAND-3939,Brand_3939,C,Tencel,Yes,116.17,1851270.75,70216.05,No
BRAND-3940,Brand_3940,C,Vegan Leather,No,205.19,3832341.57,15857.93,Yes
BRAND-3941,Brand_3941,C,Organic Cotton,Yes,335.09,403954.97,22828.03,No
BRAND-3942,Brand_3942,C,Recycled Polyester,Yes,352.06,3781964.01,25873.53,No
BRAND-3943,Brand_3943,A,Tencel,Yes,298.51,4432919.57,54034.96,Yes
BRAND-3944,Brand_3944,D,Organic Cotton,Yes,263.76,1052684.41,56800.04,Yes
BRAND-3945,Brand_3945,C,Hemp,No,66.38,2180140.07,28023.29,Yes
BRAND-3946,Brand_3946,C,Bamboo Fabric,No,478.46,4125796.74,47858.2,Yes
BRAND-3947,Brand_3947,A,Hemp,No,142.27,1277053.8,71955.37,No
BRAND-3948,Brand_3948,B,Hemp,Yes,169.59,857438.06,9969.21,Yes
BRAND-3949,Brand_3949,B,Hemp,Yes,227.29,3624003.9,80401.7,No
BRAND-3950,Brand_3950,A,Organic Cotton,No,45.18,883051.14,39911.61,No
BRAND-3951,Brand_3951,A,Organic Cotton,No,158.34,3027642.28,91258.57,No
BRAND-3952,Brand_3952,C,Vegan Leather,Yes,157.83,527586.55,39023.31,Yes
BRAND-3953,Brand_3953,A,Recycled Polyester,Yes,302.5,1088770.78,32956.67,Yes
BRAND-3954,Brand_3954,A,Hemp,No,133.14,316777.2,40506.12,Yes
BRAND-3955,Brand_3955,C,Bamboo Fabric,Yes,454.8,3186112.52,35869.4,Yes
BRAND-3956,Brand_3956,C,Tencel,Yes,330.82,3204103.7,43318.74,No
BRAND-3957,Brand_3957,B,Tencel,Yes,250.1,3948861.65,79882.67,No
BRAND-3958,Brand_3958,A,Tencel,No,76.41,2100054.76,56573.2,Yes
BRAND-3959,Brand_3959,B,Vegan Leather,Yes,425.64,3253899.56,56385.91,No
BRAND-3960,Brand_3960,B,Recycled Polyester,Yes,38.15,496799.38,26523.2,Yes
BRAND-3961,Brand_3961,D,Tencel,Yes,48.87,3666230.95,28599.16,No
BRAND-3962,Brand_3962,A,Bamboo Fabric,Yes,456.7,1909324.84,18829.06,Yes
BRAND-3963,Brand_3963,C,Tencel,No,399.66,2534693.83,57713.64,Yes
BRAND-3964,Brand_3964,C,Recycled Polyester,No,36.3,2660985.48,14748.44,Yes
BRAND-3965,Brand_3965,D,Bamboo Fabric,No,493.81,2334763.49,51664.49,No
BRAND-3966,Brand_3966,B,Vegan Leather,No,494.51,2129932.37,69499.56,No
BRAND-3967,Brand_3967,B,Bamboo Fabric,No,330.09,364022.81,58777.67,Yes
BRAND-3968,Brand_3968,D,Bamboo Fabric,Yes,257.09,3044361.94,87480.82,Yes
BRAND-3969,Brand_3969,D,Bamboo Fabric,No,491.21,3418774.82,83448.97,Yes
BRAND-3970,Brand_3970,A,Vegan Leather,No,197.69,4298857.39,8006.99,Yes
BRAND-3971,Brand_3971,A,Organic Cotton,Yes,416.59,3159691.9,11869.16,No
BRAND-3972,Brand_3972,A,Hemp,No,495.17,1607970.16,26882.94,Yes
BRAND-3973,Brand_3973,B,Organic Cotton,No,432.45,2860191.43,22861.19,No
BRAND-3974,Brand_3974,C,Bamboo Fabric,No,30.2,4703277.67,6453.84,Yes
BRAND-3975,Brand_3975,D,Hemp,No,319.04,4395459.92,68241.68,Yes
BRAND-3976,Brand_3976,C,Recycled Polyester,Yes,132.72,190700.82,80432.56,Yes
BRAND-3977,Brand_3977,C,Tencel,No,362.03,4456694.36,76723.11,No
BRAND-3978,Brand_3978,C,Bamboo Fabric,No,474.05,4492994.47,57966.92,No
BRAND-3979,Brand_3979,C,Recycled Polyester,No,280.95,2802679.81,82581.25,Yes
BRAND-3980,Brand_3980,A,Tencel,Yes,93.5,2698340.39,29907.57,Yes
BRAND-3981,Brand_3981,B,Bamboo Fabric,No,124.97,4887751.39,32932.83,Yes
BRAND-3982,Brand_3982,A,Hemp,No,22.52,4532448.73,87285.74,Yes
BRAND-3983,Brand_3983,D,Organic Cotton,No,424.32,2250885.67,13123.78,Yes
BRAND-3984,Brand_3984,C,Vegan Leather,Yes,131.63,3083790.49,29089.6,Yes
BRAND-3985,Brand_3985,A,Bamboo Fabric,Yes,305.99,2444686.06,45323.73,Yes
BRAND-3986,Brand_3986,B,Hemp,Yes,359.82,736217.82,4242.66,No
BRAND-3987,Brand_3987,A,Recycled Polyester,Yes,135.32,2628168.15,37147.97,Yes
BRAND-3988,Brand_3988,D,Recycled Polyester,No,261.11,2784792.63,59313.84,Yes
BRAND-3989,Brand_3989,A,Vegan Leather,Yes,177.92,4096290.65,53094.66,Yes
BRAND-3990,Brand_3990,C,Bamboo Fabric,No,80.57,639890.74,89260,No
BRAND-3991,Brand_3991,A,Organic Cotton,No,121.86,3822125.86,5030.71,Yes
BRAND-3992,Brand_3992,B,Bamboo Fabric,Yes,285.83,403044.1,99155,No
BRAND-3993,Brand_3993,B,Vegan Leather,Yes,119.04,1635885.88,54712,Yes
BRAND-3994,Brand_3994,A,Bamboo Fabric,Yes,119.5,3346363.74,35349.64,Yes
BRAND-3995,Brand_3995,D,Organic Cotton,No,338.55,1577226.31,84564.14,No
BRAND-3996,Brand_3996,D,Vegan Leather,No,385.59,3269525.65,38107.4,No
BRAND-3997,Brand_3997,D,Vegan Leather,No,261.07,4303860.21,90449.4,Yes
BRAND-3998,Brand_3998,C,Tencel,Yes,297.32,445840.02,43768.64,No
BRAND-3999,Brand_3999,A,Organic Cotton,Yes,337.06,3595065.17,87883.95,Yes
BRAND-4000,Brand_4000,B,Vegan Leather,Yes,403.47,370363.61,2343.65,No
BRAND-4001,Brand_4001,D,Vegan Leather,No,121.44,2100593.06,71893.61,Yes
BRAND-4002,Brand_4002,A,Hemp,No,499.76,3899782.77,31904.95,Yes
BRAND-4003,Brand_4003,B,Organic Cotton,No,106.31,1964048.81,74060.08,Yes
BRAND-4004,Brand_4004,A,Bamboo Fabric,Yes,102.77,2455163.46,87343.1,No
BRAND-4005,Brand_4005,C,Organic Cotton,No,213.86,4058746.08,38782.43,Yes
BRAND-4006,Brand_4006,D,Tencel,Yes,481.88,3002520.22,91606.69,Yes
BRAND-4007,Brand_4007,C,Tencel,No,124.93,3826007.56,63298.5,Yes
BRAND-4008,Brand_4008,B,Recycled Polyester,No,185.21,2705779.05,40748.51,No
BRAND-4009,Brand_4009,A,Recycled Polyester,Yes,139.18,942504.97,94879.85,Yes
BRAND-4010,Brand_4010,B,Hemp,Yes,365.81,2593449.6,32425.68,Yes
BRAND-4011,Brand_4011,C,Bamboo Fabric,No,495.17,1832256.3,3572.2,Yes
BRAND-4012,Brand_4012,C,Hemp,No,31.7,770407.73,37076.62,Yes
BRAND-4013,Brand_4013,A,Hemp,No,202.1,3254108.45,94204.06,No
BRAND-4014,Brand_4014,A,Hemp,No,210.41,902691.73,48774.01,Yes
BRAND-4015,Brand_4015,A,Tencel,No,333.75,1448830.56,1133.21,Yes
BRAND-4016,Brand_4016,A,Organic Cotton,Yes,243.59,1685809.03,57866.11,No
BRAND-4017,Brand_4017,A,Organic Cotton,Yes,228.95,2161060.7,68410.02,No
BRAND-4018,Brand_4018,D,Organic Cotton,No,229.71,4128667.53,95723.21,Yes
BRAND-4019,Brand_4019,B,Tencel,No,127.81,2864011.97,61456.86,Yes
BRAND-4020,Brand_4020,B,Recycled Polyester,No,249.95,2777882.7,87999.73,Yes
BRAND-4021,Brand_4021,B,Hemp,No,441.31,2758050.93,92501.48,Yes
BRAND-4022,Brand_4022,C,Tencel,Yes,360.75,2343635.39,10003.57,No
BRAND-4023,Brand_4023,D,Hemp,Yes,366.44,393337.72,29481.04,No
BRAND-4024,Brand_4024,D,Vegan Leather,No,460,739416.45,88366.04,Yes
BRAND-4025,Brand_4025,D,Organic Cotton,Yes,444.74,4148304.46,26637.61,Yes
BRAND-4026,Brand_4026,A,Hemp,Yes,417.6,2678283.82,20373.22,Yes
BRAND-4027,Brand_4027,B,Hemp,Yes,195.89,3556727.38,17458.77,Yes
BRAND-4028,Brand_4028,D,Recycled Polyester,No,218.3,1339658.66,80624.59,No
BRAND-4029,Brand_4029,A,Organic Cotton,Yes,238.93,1572634.33,3792.87,Yes
BRAND-4030,Brand_4030,D,Vegan Leather,Yes,340.11,488295.58,13990.8,Yes
BRAND-4031,Brand_4031,C,Organic Cotton,No,338.39,4419565.48,65466.54,Yes
BRAND-4032,Brand_4032,A,Hemp,Yes,422.23,197343.7,21621.54,Yes
BRAND-4033,Brand_4033,B,Vegan Leather,Yes,263.09,1200766.76,31313.18,Yes
BRAND-4034,Brand_4034,D,Vegan Leather,No,127.37,4885443.73,60745.38,Yes
BRAND-4035,Brand_4035,C,Hemp,Yes,269.44,146585.39,84488.51,No
BRAND-4036,Brand_4036,B,Recycled Polyester,No,52.31,3990137.03,12339.17,No
BRAND-4037,Brand_4037,D,Recycled Polyester,Yes,187.48,2654914.39,15190.62,Yes
BRAND-4038,Brand_4038,C,Vegan Leather,Yes,225.35,2324475.34,50295.94,No
BRAND-4039,Brand_4039,D,Organic Cotton,Yes,134.99,3448357.31,92483.19,No
BRAND-4040,Brand_4040,C,Recycled Polyester,Yes,32.34,3451259.67,93074.92,Yes
BRAND-4041,Brand_4041,C,Hemp,No,86.92,4172175.45,43996.85,Yes
BRAND-4042,Brand_4042,B,Organic Cotton,Yes,387.99,3687398.05,42948.68,Yes
BRAND-4043,Brand_4043,D,Recycled Polyester,Yes,10.86,4618654.74,56707.07,Yes
BRAND-4044,Brand_4044,A,Bamboo Fabric,Yes,398.2,4035436.5,62858.36,Yes
BRAND-4045,Brand_4045,B,Recycled Polyester,Yes,200.83,370189.22,45346.19,Yes
BRAND-4046,Brand_4046,B,Bamboo Fabric,Yes,365.05,716309.13,90154.36,No
BRAND-4047,Brand_4047,A,Hemp,No,196.11,1179748.29,9951.26,Yes
BRAND-4048,Brand_4048,A,Vegan Leather,No,468.95,1824387.85,69841.17,No
BRAND-4049,Brand_4049,D,Vegan Leather,Yes,433.24,519751.82,70989.76,Yes
BRAND-4050,Brand_4050,A,Bamboo Fabric,No,162.67,2461334.08,94840.87,Yes
BRAND-4051,Brand_4051,D,Bamboo Fabric,Yes,493.52,3587870.47,73337.42,No
BRAND-4052,Brand_4052,C,Recycled Polyester,No,441.68,1741289.11,73134.41,Yes
BRAND-4053,Brand_4053,A,Hemp,Yes,480.77,2436645.82,60263.43,No
BRAND-4054,Brand_4054,B,Bamboo Fabric,No,368.71,3068642.69,15793.2,Yes
BRAND-4055,Brand_4055,C,Tencel,Yes,148.32,3743876.36,34338.23,No
BRAND-4056,Brand_4056,A,Hemp,Yes,91.38,84770.31,48001.72,No
BRAND-4057,Brand_4057,C,Tencel,No,260.13,2270215.52,45711.76,No
BRAND-4058,Brand_4058,A,Vegan Leather,No,462.21,3611219.58,89539.01,No
BRAND-4059,Brand_4059,D,Vegan Leather,No,18.3,2794841.04,53729.72,Yes
BRAND-4060,Brand_4060,C,Hemp,Yes,196.97,93941.39,46688.39,Yes
BRAND-4061,Brand_4061,B,Hemp,No,206,4359070.42,17423.48,No
BRAND-4062,Brand_4062,D,Hemp,No,250.68,1178140.5,85950.75,No
BRAND-4063,Brand_4063,B,Hemp,Yes,452.21,2664209.84,85508.79,Yes
BRAND-4064,Brand_4064,C,Vegan Leather,Yes,12.19,3199298.23,25392.95,Yes
BRAND-4065,Brand_4065,D,Hemp,Yes,387.3,2653595.73,13524.54,No
BRAND-4066,Brand_4066,D,Bamboo Fabric,No,203.34,499929.3,68164.37,No
BRAND-4067,Brand_4067,A,Tencel,No,300.86,1589558.68,39976,No
BRAND-4068,Brand_4068,B,Vegan Leather,No,176.83,1477969.61,76526.2,Yes
BRAND-4069,Brand_4069,C,Hemp,No,294.09,2342360.37,81485.89,Yes
BRAND-4070,Brand_4070,D,Recycled Polyester,Yes,131.55,432976.75,9167.45,No
BRAND-4071,Brand_4071,D,Bamboo Fabric,Yes,499.09,633093.31,68906.36,No
BRAND-4072,Brand_4072,A,Hemp,No,301.76,982876.09,54660.93,No
BRAND-4073,Brand_4073,B,Hemp,Yes,243.95,4623272.09,74397.55,No
BRAND-4074,Brand_4074,D,Organic Cotton,No,101.21,1497695.78,67449.31,No
BRAND-4075,Brand_4075,B,Organic Cotton,No,344.67,4262711.59,78116.74,Yes
BRAND-4076,Brand_4076,A,Vegan Leather,Yes,154.46,4314834.31,53751.25,No
BRAND-4077,Brand_4077,D,Recycled Polyester,No,10.56,3429851.61,73984.3,No
BRAND-4078,Brand_4078,A,Hemp,Yes,374.13,3479842.91,18379.54,No
BRAND-4079,Brand_4079,A,Organic Cotton,No,198.21,1172819.15,13505.87,No
BRAND-4080,Brand_4080,D,Bamboo Fabric,No,229.71,3068837.1,25506.18,No
BRAND-4081,Brand_4081,D,Tencel,Yes,474.25,4987603.01,52611.28,Yes
BRAND-4082,Brand_4082,D,Recycled Polyester,Yes,65.83,1121154.04,70615.19,Yes
BRAND-4083,Brand_4083,A,Bamboo Fabric,Yes,150.12,4193721.42,72579.21,Yes
BRAND-4084,Brand_4084,A,Vegan Leather,No,375.08,56655.61,51724.01,No
BRAND-4085,Brand_4085,D,Bamboo Fabric,No,271.49,3622407.76,91635.59,No
BRAND-4086,Brand_4086,A,Recycled Polyester,Yes,267.82,4569135.45,26945.61,Yes
BRAND-4087,Brand_4087,C,Bamboo Fabric,Yes,423.28,4372393.46,13820.9,Yes
BRAND-4088,Brand_4088,D,Vegan Leather,Yes,265.07,3655143.09,82680.77,No
BRAND-4089,Brand_4089,C,Tencel,No,62.06,4068576.23,20365.72,Yes
BRAND-4090,Brand_4090,B,Tencel,No,28.98,3912658.05,99671.59,No
BRAND-4091,Brand_4091,C,Vegan Leather,Yes,69.52,3519390.68,15344.5,Yes
BRAND-4092,Brand_4092,D,Bamboo Fabric,No,484.9,2189799.55,82456.65,Yes
BRAND-4093,Brand_4093,D,Hemp,Yes,196.43,4896467.96,50051.57,Yes
BRAND-4094,Brand_4094,D,Recycled Polyester,No,113.12,4680376.98,72804.15,Yes
BRAND-4095,Brand_4095,C,Organic Cotton,Yes,68.22,1745535.37,47020.95,Yes
BRAND-4096,Brand_4096,D,Organic Cotton,No,110.62,2137350.34,49887.21,Yes
BRAND-4097,Brand_4097,A,Bamboo Fabric,No,29.14,937251.97,91739.45,Yes
BRAND-4098,Brand_4098,B,Vegan Leather,No,279.82,1775576.69,35903.19,Yes
BRAND-4099,Brand_4099,B,Vegan Leather,No,394.9,2445253.76,16902.87,Yes
BRAND-4100,Brand_4100,A,Bamboo Fabric,No,325.38,4284651.55,20330.18,No
BRAND-4101,Brand_4101,D,Organic Cotton,Yes,362.13,2723077.45,31594.09,Yes
BRAND-4102,Brand_4102,A,Tencel,No,246.01,4803312.84,39286.52,Yes
BRAND-4103,Brand_4103,A,Recycled Polyester,Yes,174.92,1044546.18,67571.99,No
BRAND-4104,Brand_4104,D,Vegan Leather,Yes,312.15,3215227.98,91451.31,Yes
BRAND-4105,Brand_4105,B,Bamboo Fabric,No,390.57,1955614.7,33575.68,Yes
BRAND-4106,Brand_4106,D,Hemp,Yes,159.67,2124178.04,11352.53,No
BRAND-4107,Brand_4107,B,Bamboo Fabric,No,129.86,3185633.96,18877.43,No
BRAND-4108,Brand_4108,C,Hemp,Yes,318.01,3659648.98,35595.6,Yes
BRAND-4109,Brand_4109,A,Hemp,Yes,107.9,1918857.52,80441.57,No
BRAND-4110,Brand_4110,C,Organic Cotton,Yes,295.28,4793347.74,79492.16,Yes
BRAND-4111,Brand_4111,D,Tencel,Yes,261.89,1633536.5,59747.48,Yes
BRAND-4112,Brand_4112,C,Tencel,Yes,412.61,2598515.88,34613.37,Yes
BRAND-4113,Brand_4113,D,Hemp,Yes,144.65,4611547.17,73614.14,Yes
BRAND-4114,Brand_4114,C,Vegan Leather,No,161.4,1224983.71,41661.19,Yes
BRAND-4115,Brand_4115,C,Organic Cotton,No,332.91,3340568.83,96099.98,Yes
BRAND-4116,Brand_4116,B,Vegan Leather,No,332.84,379806.73,61545.12,Yes
BRAND-4117,Brand_4117,C,Tencel,Yes,379.93,3373470.06,80097.63,No
BRAND-4118,Brand_4118,C,Vegan Leather,Yes,176.74,3750157.23,86453.13,No
BRAND-4119,Brand_4119,D,Bamboo Fabric,No,389.49,1452668.19,69515.47,Yes
BRAND-4120,Brand_4120,B,Recycled Polyester,Yes,34.5,4257426.5,1826.92,Yes
BRAND-4121,Brand_4121,D,Organic Cotton,Yes,434.31,4028308.18,44213.6,No
BRAND-4122,Brand_4122,B,Tencel,Yes,81.48,2088635.77,60194.32,Yes
BRAND-4123,Brand_4123,A,Recycled Polyester,No,232.7,4449691.84,6696.51,No
BRAND-4124,Brand_4124,D,Bamboo Fabric,Yes,342.12,249355.24,27731.52,No
BRAND-4125,Brand_4125,D,Bamboo Fabric,Yes,46.11,877986.08,69342.51,No
BRAND-4126,Brand_4126,D,Recycled Polyester,Yes,383.76,3488085.38,75300.66,Yes
BRAND-4127,Brand_4127,A,Organic Cotton,Yes,283.67,4669517.68,12999.41,Yes
BRAND-4128,Brand_4128,B,Vegan Leather,No,274.08,3553310.83,79292.89,No
BRAND-4129,Brand_4129,D,Organic Cotton,No,209.78,4740748.94,54519.4,No
BRAND-4130,Brand_4130,B,Vegan Leather,No,309.61,97510.81,47969.46,No
BRAND-4131,Brand_4131,B,Vegan Leather,No,103.59,3096769.38,53330.5,No
BRAND-4132,Brand_4132,A,Organic Cotton,Yes,378.1,3324269.06,94617.77,Yes
BRAND-4133,Brand_4133,C,Bamboo Fabric,Yes,387.38,417677.23,84337.66,Yes
BRAND-4134,Brand_4134,D,Recycled Polyester,No,61.78,4047822.87,57515.98,No
BRAND-4135,Brand_4135,D,Vegan Leather,No,268.98,3275311.29,18682.77,Yes
BRAND-4136,Brand_4136,B,Hemp,No,403.48,1683801.85,28689.09,No
BRAND-4137,Brand_4137,D,Recycled Polyester,Yes,322.9,1841951.62,15713.6,No
BRAND-4138,Brand_4138,A,Organic Cotton,No,155.51,1361050.8,47370.39,Yes
BRAND-4139,Brand_4139,B,Hemp,No,498.51,3950955.77,18172.52,Yes
BRAND-4140,Brand_4140,D,Hemp,No,481.09,2248659.5,32806.76,No
BRAND-4141,Brand_4141,B,Organic Cotton,Yes,404.12,3291647.93,40141.82,Yes
BRAND-4142,Brand_4142,A,Organic Cotton,Yes,330.45,2593247.98,2013.78,No
BRAND-4143,Brand_4143,C,Bamboo Fabric,Yes,87.57,2442361.96,74484.64,Yes
BRAND-4144,Brand_4144,C,Vegan Leather,Yes,150.79,3235883.72,60519.86,Yes
BRAND-4145,Brand_4145,D,Bamboo Fabric,No,444.59,292350.46,75509.03,No
BRAND-4146,Brand_4146,A,Recycled Polyester,Yes,216.98,237503.07,58025.05,No
BRAND-4147,Brand_4147,B,Vegan Leather,Yes,217.66,4827087.52,63932.93,No
BRAND-4148,Brand_4148,B,Tencel,Yes,112.46,4099237.22,17746.58,Yes
BRAND-4149,Brand_4149,C,Hemp,No,200.33,293973.42,46466.28,Yes
BRAND-4150,Brand_4150,C,Bamboo Fabric,No,218.53,4162208.27,14191.17,Yes
BRAND-4151,Brand_4151,B,Tencel,No,410.79,3574586.8,84625.79,Yes
BRAND-4152,Brand_4152,A,Hemp,Yes,171.71,2162764.31,95090.32,Yes
BRAND-4153,Brand_4153,B,Recycled Polyester,No,388.11,2636323.08,73708.56,No
BRAND-4154,Brand_4154,D,Organic Cotton,Yes,133.64,424009.63,29855.37,No
BRAND-4155,Brand_4155,A,Tencel,Yes,383.97,3910945.12,91093.92,Yes
BRAND-4156,Brand_4156,C,Vegan Leather,Yes,82.75,753281.64,36217.76,No
BRAND-4157,Brand_4157,B,Hemp,Yes,169.12,1501908.3,60252.49,No
BRAND-4158,Brand_4158,D,Bamboo Fabric,No,391.18,2041848.89,95538.9,No
BRAND-4159,Brand_4159,C,Vegan Leather,No,348.73,2160654.3,86701.32,Yes
BRAND-4160,Brand_4160,B,Tencel,Yes,17.58,4718596.9,43729.31,Yes
BRAND-4161,Brand_4161,B,Tencel,No,82.94,2015118.27,94941.35,No
BRAND-4162,Brand_4162,A,Organic Cotton,Yes,306.94,3283439.07,28878.82,No
BRAND-4163,Brand_4163,C,Tencel,No,317.09,1499807.75,89262.14,No
BRAND-4164,Brand_4164,B,Vegan Leather,No,48.22,2624725.18,47171.44,No
BRAND-4165,Brand_4165,A,Bamboo Fabric,Yes,393.54,3443265.1,24074.63,Yes
BRAND-4166,Brand_4166,B,Hemp,Yes,349.61,4030229.63,76759.91,No
BRAND-4167,Brand_4167,C,Hemp,Yes,142.83,4117126.28,79612.37,Yes
BRAND-4168,Brand_4168,D,Tencel,No,249.43,1465637.07,93692.99,Yes
BRAND-4169,Brand_4169,B,Tencel,No,288.79,716361.6,63127.71,No
BRAND-4170,Brand_4170,B,Tencel,No,437.18,1590988.82,9712.71,No
BRAND-4171,Brand_4171,B,Tencel,Yes,218.35,4271670.26,10864.95,No
BRAND-4172,Brand_4172,B,Tencel,Yes,395.54,3206982.74,6252.41,No
BRAND-4173,Brand_4173,D,Hemp,Yes,73.57,192631.69,31624.23,Yes
BRAND-4174,Brand_4174,D,Bamboo Fabric,Yes,495.53,2469601.61,16270.36,Yes
BRAND-4175,Brand_4175,C,Organic Cotton,Yes,13.35,694498.77,84373.37,Yes
BRAND-4176,Brand_4176,B,Bamboo Fabric,Yes,154.64,3153467.8,46922.53,No
BRAND-4177,Brand_4177,A,Tencel,No,278.15,333599.95,29086.69,No
BRAND-4178,Brand_4178,B,Organic Cotton,No,345.48,4077357.42,67186.94,No
BRAND-4179,Brand_4179,A,Recycled Polyester,No,27.48,4428310.04,55324.95,No
BRAND-4180,Brand_4180,A,Hemp,No,11,789481.76,60790.22,Yes
BRAND-4181,Brand_4181,D,Bamboo Fabric,No,351.59,473920.93,52172.94,Yes
BRAND-4182,Brand_4182,B,Organic Cotton,Yes,405.71,3270378.33,64083.51,Yes
BRAND-4183,Brand_4183,D,Vegan Leather,No,261.9,4298142.01,44719.88,Yes
BRAND-4184,Brand_4184,A,Recycled Polyester,No,36.16,4561283.06,77574.6,Yes
BRAND-4185,Brand_4185,C,Recycled Polyester,Yes,282.87,4201358.47,64416.76,No
BRAND-4186,Brand_4186,D,Tencel,Yes,199.62,4985763.54,81843.13,Yes
BRAND-4187,Brand_4187,D,Recycled Polyester,No,308.69,906343.2,25696.41,Yes
BRAND-4188,Brand_4188,C,Organic Cotton,No,456.33,2610511.3,23743.62,Yes
BRAND-4189,Brand_4189,A,Recycled Polyester,Yes,21.92,2987854.78,55832.14,No
